Isolate ID,Name,Accession,Originating Lab,Submitting Lab
EPI_ISL_237073,A/equine/Argentina/E2357/2012,EPI855161,,
EPI_ISL_237072,A/equine/Argentina/E2345-5/2012,EPI855160,,
EPI_ISL_237079,A/equine/Argentina/E6424-2/2005,EPI855167,,
EPI_ISL_237078,A/equine/Argentina/E6189-3/2005,EPI855166,,
EPI_ISL_4070952,A/Ruddy_turnstone/TAS/7048/2014,EPI1902328,,
EPI_ISL_237077,A/equine/Argentina/E3146-1/2012,EPI855165,,
EPI_ISL_4070953,A/Ruddy_turnstone/TAS/7049/2014,EPI1902334,,
EPI_ISL_4070951,A/Ruddy_turnstone/TAS/7040/2014,EPI1902321,,
EPI_ISL_237082,A/equine/Uruguay/E1918-1/2012,EPI855170,,
EPI_ISL_499229,A/swine/Minnesota/A02245663/2020,EPI1766673,,
EPI_ISL_237081,A/equine/Argentina/E2397-3/2012,EPI855169,,
EPI_ISL_237080,A/equine/Argentina/E6424-1/2005,EPI855168,,
EPI_ISL_499227,A/swine/Pennsylvania/A02524416/2020,EPI1766669,,
EPI_ISL_499224,A/swine/Indiana/A02524424/2020,EPI1766663,,
EPI_ISL_89634,A/mallard/Maryland/807/2007,EPI315618,,
EPI_ISL_499251,A/swine/Iowa/A02524434/2020,EPI1766708,,
EPI_ISL_499250,A/swine/Indiana/A02524437/2020,EPI1766706,,
EPI_ISL_499249,A/swine/Iowa/A02524429/2020,EPI1766704,,
EPI_ISL_499248,A/swine/Iowa/A02524435/2020,EPI1766702,,
EPI_ISL_14769881,A/wild_waterfowl/Queensland/P19-01624-17/2019,EPI2145763,,
EPI_ISL_499263,A/swine/Iowa/A02524447/2020,EPI1766731,,
EPI_ISL_499262,A/swine/Iowa/A02524451/2020,EPI1766729,,
EPI_ISL_14769883,A/wild_waterfowl/Queensland/P19-01624-19/2019,EPI2145779,,
EPI_ISL_14769882,A/wild_waterfowl/Queensland/P19-01624-18/2019,EPI2145771,,
EPI_ISL_14769885,A/wild_waterfowl/Queensland/P19-01624-24/2019,EPI2145795,,
EPI_ISL_499259,A/swine/Ohio/A02524449/2020,EPI1766723,,
EPI_ISL_14769884,A/wild_waterfowl/Queensland/P19-01624-22/2019,EPI2145787,,
EPI_ISL_14769887,A/wild_waterfowl/Queensland/P19-01624-28/2019,EPI2145811,,
EPI_ISL_14769886,A/wild_waterfowl/Queensland/P19-01624-27/2019,EPI2145803,,
EPI_ISL_237127,A/duck/Nagasaki/421017/2015,EPI855495,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_499265,A/swine/Iowa/A02524450/2020,EPI1766735,,
EPI_ISL_499264,A/swine/Missouri/A02524456/2020,EPI1766733,,
EPI_ISL_237128,A/duck/Shimane/321101/2015,EPI855503,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_237133,A/duck/Saga/411008/2014,EPI855543,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_237146,A/duck/Shimane/321006/2014,EPI855647,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_138847,A/domestic_green-winged_teal/Hunan/2036/2007,EPI439827,,
EPI_ISL_138850,A/swine/Minnesota/A01432433/2013,EPI439850,,
EPI_ISL_14835329,A/swine/Minnesota/A02711799/2022,EPI2153428,,
EPI_ISL_138854,A/swine/Ohio/A01280883/2013,EPI439860,,
EPI_ISL_237156,A/duck/Tottori/311018/2015,EPI855727,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_138853,A/swine/Minnesota/A01432462/2013,EPI439859,,
EPI_ISL_138862,A/swine/Wyoming/A01445296/2013,EPI439886,,
EPI_ISL_237169,A/duck/Shimane/321017/2015,EPI855865,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_138865,A/swine/Wyoming/A01445305/2013,EPI439895,,
EPI_ISL_106116,A/duck/Tsukuba/41/2005(H3N1)),EPI356627,,
EPI_ISL_14835310,A/swine/Iowa/A02711711/2022,EPI2153392,,
EPI_ISL_14835315,A/swine/Kansas/A02711802/2022,EPI2153401,,
EPI_ISL_73363,A/common_teal/Sweden/1/2003,EPI251612,,
EPI_ISL_14835319,A/swine/Minnesota/A02711803/2022,EPI2153409,,
EPI_ISL_73371,A/mallard/Netherlands/5/2001,EPI251669,,
EPI_ISL_14835321,A/swine/Minnesota/A02711696/2022,EPI2153413,,
EPI_ISL_73370,A/mallard/Netherlands/2/1999,EPI251661,,
EPI_ISL_14835326,A/swine/North_Carolina/A02711714/2022,EPI2153422,,
EPI_ISL_73381,A/mallard/Sweden/50/2002,EPI251734,,
EPI_ISL_138947,A/canine/Guangdong/1/2011,EPI439979,,
EPI_ISL_138948,A/canine/Guangdong/05/2011,EPI439985,,
EPI_ISL_253641,A/swine/Michigan/A01671226/2016,EPI945087,,
EPI_ISL_253654,A/swine/Iowa/A01671168/2016,EPI945114,,
EPI_ISL_253652,A/swine/Illinois/A01671222/2016,EPI945110,,
EPI_ISL_253656,A/swine/Iowa/A01671128/2016,EPI945118,,
EPI_ISL_335590,A/swine/Wadayama/5/1969,EPI1342642,,National_Institute_of_Animal_Health
EPI_ISL_14835207,A/swine/Iowa/A02711712/2022,EPI2153386,,
EPI_ISL_14835205,A/swine/Minnesota/A02711797/2022,EPI2153382,,
EPI_ISL_138995,A/swine/Iowa/A01432500/2013,EPI440760,,
EPI_ISL_138992,A/swine/Indiana/A01432492/2013,EPI440751,,
EPI_ISL_138998,A/feline/Korea/FY028/2010,EPI440769,,
EPI_ISL_138997,A/canine/Korea/CY009/2010,EPI440768,,
EPI_ISL_139006,A/canine/Korea/CY001/2010,EPI440799,,
EPI_ISL_139007,A/feline/Korea/FY027/2010,EPI440800,,
EPI_ISL_12951098,A/chicken/Jiangsu/C312/2022,EPI2047645,China_Agricultural_University,China_Agricultural_University
EPI_ISL_253698,A/swine/Iowa/A01671473/2016,EPI945338,,
EPI_ISL_139008,A/canine/Korea/CY005/2010,EPI440803,,
EPI_ISL_139009,A/feline/Korea/FY029/2010,EPI440804,,
EPI_ISL_253703,A/swine/North_Carolina/A01671018/2016,EPI945348,,
EPI_ISL_253705,A/swine/Missouri/A01671485/2016,EPI945352,,
EPI_ISL_14835696,A/swine/Iowa/A02636649/2022,EPI2154036,,
EPI_ISL_253719,A/swine/Michigan/A01671484/2016,EPI945391,,
EPI_ISL_253725,A/swine/Arkansas/A01671574/2016,EPI945404,,
EPI_ISL_14835651,A/swine/Iowa/A02636612/2022,EPI2153962,,
EPI_ISL_14835649,A/swine/Iowa/A02636647/2022,EPI2153958,,
EPI_ISL_14835654,A/swine/Indiana/A02636646/2022,EPI2153968,,
EPI_ISL_14835658,A/swine/Pennsylvania/A02636614/2022,EPI2153976,,
EPI_ISL_14835657,A/swine/Illinois/A02636634/2022,EPI2153974,,
EPI_ISL_4071294,A/Mallard(Anas_platyrhynchos)/South_Korea/KNU2019-56/2019,EPI1902798,,
EPI_ISL_4071295,A/Mallard(Anas_platyrhynchos)/South_Korea/NU2019-63/2019,EPI1902806,,
EPI_ISL_4071292,A/Green-winged_teal(Anas_crecca)/South_Korea/KNU2019-72/2019,EPI1902782,,
EPI_ISL_4071293,A/Mallard(Anas_platyrhynchos)/South_Korea/KNU2019-52/2019,EPI1902790,,
EPI_ISL_8020,A/black_duck/Western_Australia/4954/1983,EPI76454,,
EPI_ISL_8022,A/red-necked_stint/Western_Australia/4923/1983,EPI76492,,
EPI_ISL_89980,A/mallard/Czech_Republic/13577-24K/2010,EPI316760,,
EPI_ISL_139139,A/duck/Vietnam/LBM235/2012,EPI441023,,
EPI_ISL_14770021,A/swine/Oklahoma/A02248047/2021,EPI2146507,,
EPI_ISL_8069,A/wedge-tailed_shearwater/Western_Australia/405/1977,EPI77369,,
EPI_ISL_14770022,A/swine/Texas/A02701692/2021,EPI2146508,,
EPI_ISL_14770024,A/swine/Texas/A02246988/2021,EPI2146510,,
EPI_ISL_14770027,A/swine/Texas/A02246992/2021,EPI2146513,,
EPI_ISL_8074,A/mallard/Maryland/1235/2006,EPI77464,,
EPI_ISL_14770026,A/swine/Texas/A02701693/2021,EPI2146512,,
EPI_ISL_19095215,A/swine/Minnesota/A02862505/2024,EPI3262090,Iowa_State_University,
EPI_ISL_14770029,A/swine/Texas/A02246995/2021,EPI2146515,,
EPI_ISL_14770028,A/swine/Texas/A02246991/2021,EPI2146514,,
EPI_ISL_8087,A/equine/Kentucky/1/1978,EPI77710,,
EPI_ISL_19095227,A/swine/Pennsylvania/A02862515/2024,EPI3262114,Iowa_State_University,
EPI_ISL_8088,A/equine/Kentucky/4/1980,EPI77729,,
EPI_ISL_8089,A/equine/California/1/1980,EPI77748,,
EPI_ISL_19095225,A/swine/Ohio/A02862443/2024,EPI3262110,Iowa_State_University,
EPI_ISL_8090,A/equine/Kentucky/2/1981,EPI77767,,
EPI_ISL_19095224,A/swine/NorthCarolina/A02862497/2024,EPI3262108,Iowa_State_University,
EPI_ISL_8092,A/equine/Miami/1/1963,EPI77805,,
EPI_ISL_8092,A/equine/Miami/1/1963,EPI129722,,
EPI_ISL_19095230,A/swine/Wisconsin/A02862506/2024,EPI3262120,Iowa_State_University,
EPI_ISL_8093,A/equine/Kentucky/pass_the_pepper1/1976,EPI77824,,
EPI_ISL_8094,A/equine/Kentucky/bitter_boredom5/1976,EPI77843,,
EPI_ISL_19095228,A/swine/Wisconsin/A02862501/2024,EPI3262116,Iowa_State_University,
EPI_ISL_8095,A/equine/Georgia/1/1981,EPI77862,,
EPI_ISL_14769985,A/swine/Iowa/A02248046/2021,EPI2146129,,
EPI_ISL_8096,A/equine/Georgia/3/1981,EPI77881,,
EPI_ISL_8097,A/equine/Georgia/9/1981,EPI77900,,
EPI_ISL_8098,A/equine/Georgia/10/1981,EPI77919,,
EPI_ISL_8099,A/equine/Georgia/13/1981,EPI77938,,
EPI_ISL_8100,A/equine/Kentucky/magnificent_genius1/1981,EPI77957,,
EPI_ISL_8101,A/equine/California/103/1982,EPI77976,,
EPI_ISL_8102,A/equine/New_York/VR-297/1983,EPI77995,,
EPI_ISL_14769992,A/swine/Michigan/A02246908/2021,EPI2146143,,
EPI_ISL_14769994,A/swine/Nebraska/A02246900/2021,EPI2146147,,
EPI_ISL_16703274,A/swine/Nebraska/4D-0114-P8/2014,EPI2318531,St_Jude_Children's_Research_Hospital,St._Jude_Children's_Research_Hospital
EPI_ISL_14769979,A/swine/North_Carolina/CL3214/2018,EPI2146114,,
EPI_ISL_14769981,A/swine/Minnesota/A02246902/2021,EPI2146121,,
EPI_ISL_14769983,A/swine/Iowa/A02246903/2021,EPI2146125,,
EPI_ISL_14769982,A/swine/Minnesota/A02246907/2021,EPI2146123,,
EPI_ISL_19340998,A/mallard/New_Hampshire/23-031358-004-original/2023,EPI3509575,National_Veterinary_Services_Laboratories_-_USDA,National_Veterinary_Services_Laboratories_-_USDA
EPI_ISL_19095234,A/swine/Indiana/A02862499/2024,EPI3262128,Iowa_State_University,
EPI_ISL_253921,A/swine/Iowa/A01671744/2016,EPI946505,,
EPI_ISL_19095232,A/swine/Iowa/A02862509/2024,EPI3262124,Iowa_State_University,
EPI_ISL_19340996,A/American_black_duck/New_Hampshire/23-031358-001-original/2023,EPI3509559,National_Veterinary_Services_Laboratories_-_USDA,National_Veterinary_Services_Laboratories_-_USDA
EPI_ISL_14835462,A/Mallard(Anas_platyrhynchos)/South_Korea/KNU2021-17/2021,EPI2153471,,
EPI_ISL_253927,A/swine/Minnesota/A01671761/2016,EPI946517,,
EPI_ISL_253924,A/swine/Iowa/A01671944/2016,EPI946511,,
EPI_ISL_368621,A/Gallus_gallus/Belgium/3497_0001/2019,EPI1510475,,
EPI_ISL_368621,A/Gallus_gallus/Belgium/3497_0001/2019,EPI1510970,,
EPI_ISL_253931,A/swine/Missouri/A01671793/2016,EPI946525,,
EPI_ISL_368620,A/Gallus_gallus/Belgium/609/2019,EPI1510473,,
EPI_ISL_253930,A/swine/Iowa/A01671940/2016,EPI946523,,
EPI_ISL_19095240,A/swine/Iowa/A02862490/2024,EPI3262140,Iowa_State_University,
EPI_ISL_368622,A/Gallus_gallus/Belgium/4492/2019,EPI1510477,,
EPI_ISL_19095247,A/swine/Iowa/A02862492/2024,EPI3262154,Iowa_State_University,
EPI_ISL_19095246,A/swine/Iowa/A02862508/2024,EPI3262152,Iowa_State_University,
EPI_ISL_139247,A/swine/Minnesota/A01349160/2013,EPI441500,,
EPI_ISL_19095245,A/swine/Iowa/A02862507/2024,EPI3262150,Iowa_State_University,
EPI_ISL_90101,A/swine/Iowa/A01049032/2010,EPI316989,,
EPI_ISL_18702056,A/swine/Iowa/ISU-A02862034/2023,EPI2875172,Iowa_State_University,Iowa_State_University
EPI_ISL_90100,A/swine/Iowa/A01049031/2010,EPI316988,,
EPI_ISL_90103,A/swine/Iowa/A01049035/2010,EPI316991,,
EPI_ISL_18702058,A/swine/Pennsylvania/ISU-A02862094/2023,EPI2875176,Iowa_State_University,Iowa_State_University
EPI_ISL_368626,A/duck/Hokkaido/W150/2015,EPI1510502,,
EPI_ISL_90102,A/swine/Iowa/A01049034/2010,EPI316990,,
EPI_ISL_368636,A/duck/Mongolia/620/2018,EPI1510582,,
EPI_ISL_368639,A/duck/Mongolia/723/2018,EPI1510606,,
EPI_ISL_368633,A/duck/Mongolia/566/2018,EPI1510558,,
EPI_ISL_368632,A/duck/Mongolia/513/2018,EPI1510550,,
EPI_ISL_90108,A/canine/Korea/1/2010,EPI316965,,
EPI_ISL_368635,A/duck/Mongolia/618/2018,EPI1510574,,
EPI_ISL_368634,A/duck/Mongolia/575/2018,EPI1510566,,
EPI_ISL_368647,A/duck/Mongolia/906/2018,EPI1510670,,
EPI_ISL_368641,A/duck/Mongolia/734/2018,EPI1510622,,
EPI_ISL_368640,A/duck/Mongolia/726/2018,EPI1510614,,
EPI_ISL_24582,A/swine/Korea/CAS05/2004,EPI163992,,
EPI_ISL_24583,A/swine/Korea/CAN04/2005,EPI163993,,
EPI_ISL_368653,A/duck/Mongolia/917/2018,EPI1510718,,
EPI_ISL_24584,A/swine/Korea/CAS07/2005,EPI163994,,
EPI_ISL_368652,A/duck/Mongolia/916/2018,EPI1510710,,
EPI_ISL_24585,A/swine/Korea/CAS09/2006,EPI163995,,
EPI_ISL_368655,A/duck/Mongolia/919/2018,EPI1510734,,
EPI_ISL_24586,A/swine/Korea/CY04/2007,EPI163996,,
EPI_ISL_368654,A/duck/Mongolia/918/2018,EPI1510726,,
EPI_ISL_90122,A/swine/Indiana/A0109091/2010,EPI317003,,
EPI_ISL_24587,A/swine/Korea/CY05/2007,EPI163997,,
EPI_ISL_24588,A/swine/Korea/CY07/2007,EPI163998,,
EPI_ISL_24589,A/swine/Korea/CY09/2007,EPI163999,,
EPI_ISL_368651,A/duck/Mongolia/915/2018,EPI1510702,,
EPI_ISL_24590,A/swine/Korea/CY10/2007,EPI164000,,
EPI_ISL_368650,A/duck/Mongolia/914/2018,EPI1510694,,
EPI_ISL_90126,A/swine/Iowa/A01049112/2010,EPI317007,,
EPI_ISL_368661,A/duck/Mongolia/941/2018,EPI1510782,,
EPI_ISL_368657,A/duck/Mongolia/921/2018,EPI1510750,,
EPI_ISL_368656,A/duck/Mongolia/920/2018,EPI1510742,,
EPI_ISL_368658,A/duck/Mongolia/922/2018,EPI1510758,,
EPI_ISL_368665,A/duck/Mongolia/972/2018,EPI1510814,,
EPI_ISL_253983,A/swine/Iowa/16TOSU2289/2016,EPI947042,,
EPI_ISL_253982,A/swine/Iowa/16TOSU2257/2016,EPI947034,,
EPI_ISL_253981,A/swine/Iowa/16TOSU2256/2016,EPI947026,,
EPI_ISL_253987,A/swine/Iowa/16TOSU2418/2016,EPI947074,,
EPI_ISL_253986,A/swine/Iowa/16TOSU2409/2016,EPI947066,,
EPI_ISL_253985,A/swine/Iowa/16TOSU2346/2016,EPI947058,,
EPI_ISL_253984,A/swine/Iowa/16TOSU2307/2016,EPI947050,,
EPI_ISL_253991,A/swine/Iowa/16TOSU2437/2016,EPI947106,,
EPI_ISL_253990,A/swine/Iowa/16TOSU2424/2016,EPI947098,,
EPI_ISL_253989,A/swine/Iowa/16TOSU2422/2016,EPI947090,,
EPI_ISL_253988,A/swine/Iowa/16TOSU2419/2016,EPI947082,,
EPI_ISL_253995,A/swine/Iowa/16TOSU2493/2016,EPI947136,,
EPI_ISL_253993,A/swine/Iowa/16TOSU2464/2016,EPI947122,,
EPI_ISL_253992,A/swine/Iowa/16TOSU2458/2016,EPI947114,,
EPI_ISL_253999,A/swine/Iowa/16TOSU2585/2016,EPI947170,,
EPI_ISL_253997,A/swine/Iowa/16TOSU2549/2016,EPI947154,,
EPI_ISL_253996,A/swine/Iowa/16TOSU2534/2016,EPI947144,,
EPI_ISL_155696,A/swine/Nebraska/A01409533/2013,EPI504858,,
EPI_ISL_254000,A/swine/Iowa/16TOSU2589/2016,EPI947178,,
EPI_ISL_254007,A/swine/Iowa/16TOSU2707/2016,EPI947234,,
EPI_ISL_368688,A/swine/North_Carolina/A02245129/2019,EPI1510903,,
EPI_ISL_254006,A/swine/Iowa/16TOSU2677/2016,EPI947226,,
EPI_ISL_254005,A/swine/Iowa/16TOSU2673/2016,EPI947218,,
EPI_ISL_155701,A/swine/Iowa/A01290867/2013,EPI504870,,
EPI_ISL_254009,A/swine/Iowa/16TOSU2709/2016,EPI947250,,
EPI_ISL_254008,A/swine/Iowa/16TOSU2708/2016,EPI947242,,
EPI_ISL_254015,A/swine/Ohio/16TOSU3177/2016,EPI947300,,
EPI_ISL_254014,A/swine/Iowa/16TOSU2850/2016,EPI947292,,
EPI_ISL_155708,A/swine/Iowa/A01290933/2013,EPI504891,,
EPI_ISL_254012,A/swine/Iowa/16TOSU2822/2016,EPI947276,,
EPI_ISL_254019,A/swine/Kentucky/16TOSU3284/2016,EPI947332,,
EPI_ISL_254018,A/swine/Kentucky/16TOSU3279/2016,EPI947324,,
EPI_ISL_254017,A/swine/Ohio/16TOSU3220/2016,EPI947316,,
EPI_ISL_254016,A/swine/Ohio/16TOSU3192/2016,EPI947308,,
EPI_ISL_254023,A/swine/Indiana/16TOSU6758/2016,EPI947364,,
EPI_ISL_254022,A/swine/Kentucky/16TOSU6724/2016,EPI947356,,
EPI_ISL_254021,A/swine/Kentucky/16TOSU3494/2016,EPI947348,,
EPI_ISL_254020,A/swine/Kentucky/16TOSU3477/2016,EPI947340,,
EPI_ISL_254027,A/swine/Indiana/16TOSU2907/2016,EPI947396,,
EPI_ISL_254026,A/swine/Indiana/16TOSU2894/2016,EPI947388,,
EPI_ISL_254025,A/swine/Indiana/16TOSU2879/2016,EPI947380,,
EPI_ISL_254024,A/swine/Michigan/16TOSU7563/2016,EPI947372,,
EPI_ISL_254030,A/swine/Indiana/16TOSU2990/2016,EPI947420,,
EPI_ISL_254029,A/swine/Indiana/16TOSU2935/2016,EPI947412,,
EPI_ISL_254028,A/swine/Indiana/16TOSU2922/2016,EPI947404,,
EPI_ISL_254035,A/swine/Michigan/16TOSU3335/2016,EPI947461,,
EPI_ISL_254034,A/swine/Michigan/16TOSU3334/2016,EPI947453,,
EPI_ISL_19194230,A/mallard/Pennsylvania/23-028155-001/2023,EPI3364148,National_Veterinary_Services_Laboratories_-_USDA,National_Veterinary_Services_Laboratories_-_USDA
EPI_ISL_254033,A/swine/Indiana/16TOSU3009/2016,EPI947445,,
EPI_ISL_19194231,A/mallard/Pennsylvania/23-028155-004/2023,EPI3364156,National_Veterinary_Services_Laboratories_-_USDA,National_Veterinary_Services_Laboratories_-_USDA
EPI_ISL_254032,A/swine/Indiana/16TOSU2234/2016,EPI947437,,
EPI_ISL_254039,A/swine/Michigan/16TOSU3388/2016,EPI947493,,
EPI_ISL_17277266,A/canine/China/15001/2019,EPI2475614,,
EPI_ISL_254038,A/swine/Michigan/16TOSU3386/2016,EPI947485,,
EPI_ISL_17277265,A/canine/China/6068/2018,EPI2475609,,
EPI_ISL_254037,A/swine/Michigan/16TOSU3378/2016,EPI947477,,
EPI_ISL_254036,A/swine/Michigan/16TOSU3342/2016,EPI947469,,
EPI_ISL_254043,A/swine/Michigan/16TOSU3399/2016,EPI947525,,
EPI_ISL_8280,A/equine/Sussex/93753/89,EPI80610,,
EPI_ISL_8280,A/equine/Sussex/93753/89,EPI154460,,
EPI_ISL_254042,A/swine/Michigan/16TOSU3397/2016,EPI947517,,
EPI_ISL_8281,A/equine/Hong_Kong/1/92,EPI80618,,
EPI_ISL_8281,A/equine/Hong_Kong/1/92,EPI129223,,
EPI_ISL_254041,A/swine/Michigan/16TOSU3395/2016,EPI947509,,
EPI_ISL_188504,A/swine/Minnesota/D09-22524/2009,EPI610043,,
EPI_ISL_8282,A/equine/Kentucky/1/92,EPI80620,,
EPI_ISL_8282,A/equine/Kentucky/1/92,EPI129325,,
EPI_ISL_254040,A/swine/Michigan/16TOSU3389/2016,EPI947501,,
EPI_ISL_254047,A/swine/Michigan/16TOSU3418/2016,EPI947557,,
EPI_ISL_254046,A/swine/Michigan/16TOSU3407/2016,EPI947549,,
EPI_ISL_139359,A/swine/Ehime/1/2002,EPI441789,,
EPI_ISL_254045,A/swine/Michigan/16TOSU3406/2016,EPI947541,,
EPI_ISL_254044,A/swine/Michigan/16TOSU3403/2016,EPI947533,,
EPI_ISL_254051,A/swine/Ohio/16TOSU1230/2016,EPI947589,,
EPI_ISL_139362,A/swine/Osaka-C/12-20/2008,EPI441792,,
EPI_ISL_254050,A/swine/Illinois/16TOSU7080/2016,EPI947581,,
EPI_ISL_139363,A/swine/Nagano/2000,EPI441793,,
EPI_ISL_254049,A/swine/Michigan/16TOSU3443/2016,EPI947573,,
EPI_ISL_139360,A/swine/Ehime/2/2002,EPI441790,,
EPI_ISL_254048,A/swine/Michigan/16TOSU3442/2016,EPI947565,,
EPI_ISL_139361,A/swine/Osaka-C/0805/2007,EPI441791,,
EPI_ISL_188526,A/duck/Shanghai/02/2014,EPI610233,,
EPI_ISL_139387,A/American_green-winged_teal/Alaska/44155-169/2006,EPI442030,,
EPI_ISL_155774,A/swine/Minnesota/A01490759/2013,EPI505012,,
EPI_ISL_368773,A/swine/Iowa/A02478488/2019,EPI1511009,,
EPI_ISL_188546,A/swine/Canada/MAFRI-1/2012,EPI610356,,
EPI_ISL_139394,A/American_green-winged_teal/Alaska/44419-233/2008,EPI442037,,
EPI_ISL_368774,A/swine/Iowa/A02478483/2019,EPI1511011,,
EPI_ISL_139393,A/American_green-winged_teal/Alaska/44419-209/2008,EPI442036,,
EPI_ISL_368769,A/swine/Nebraska/A02478470/2019,EPI1511001,,
EPI_ISL_155782,A/swine/Illinois/A01409717/2014,EPI505036,,
EPI_ISL_139398,A/American_green-winged_teal/Alaska/44493-527/2009,EPI442041,,
EPI_ISL_188551,A/swine/Canada/MAFRI-24/2012,EPI610361,,
EPI_ISL_139399,A/American_green-winged_teal/Alaska/44493-579/2009,EPI442042,,
EPI_ISL_155780,A/swine/Illinois/A01409735/2014,EPI505030,,
EPI_ISL_188549,A/swine/Canada/MAFRI-17/2012,EPI610359,,
EPI_ISL_139397,A/American_green-winged_teal/Alaska/44419-342/2008,EPI442040,,
EPI_ISL_139403,A/greater_white-fronted_goose/Alaska/44064-108/2006,EPI442046,,
EPI_ISL_188552,A/swine/Canada/MAFRI-27/2012,EPI610362,,
EPI_ISL_139400,A/American_green-winged_teal/Alaska/44493-588/2009,EPI442043,,
EPI_ISL_188553,A/swine/Canada/AHL-13/2012,EPI610363,,
EPI_ISL_188558,A/swine/Canada/AHL-18/2012,EPI610368,,
EPI_ISL_155790,A/swine/Illinois/A01409657/2014,EPI505062,,
EPI_ISL_139406,A/greater_white-fronted_goose/Alaska/44299-054/2007,EPI442049,,
EPI_ISL_368778,A/swine/Illinois/A02478479/2019,EPI1511019,,
EPI_ISL_155789,A/swine/Illinois/A01409639/2013,EPI505059,,
EPI_ISL_139405,A/greater_white-fronted_goose/Alaska/44299-002/2007,EPI442048,,
EPI_ISL_17277335,A/canine/China/15027/2019,EPI2475622,,
EPI_ISL_188562,A/swine/Canada/AHL-22/2012,EPI610372,,
EPI_ISL_155794,A/swine/Illinois/A01409675/2014,EPI505075,,
EPI_ISL_155792,A/swine/Illinois/A01411232/2014,EPI505068,,
EPI_ISL_188566,A/swine/Canada/QC-12/2012,EPI610376,,
EPI_ISL_368784,A/swine/Minnesota/A02245139/2019,EPI1511049,,
EPI_ISL_368787,A/swine/Minnesota/A02245133/2019,EPI1511055,,
EPI_ISL_188564,A/swine/Canada/AHL-24/2012,EPI610374,,
EPI_ISL_155796,A/swine/Illinois/A01409611/2014,EPI505081,,
EPI_ISL_17277343,A/canine/China/18007/2019,EPI2475686,,
EPI_ISL_17277342,A/canine/China/18005/2019,EPI2475678,,
EPI_ISL_188571,A/swine/Canada/MAFRI-3/2012,EPI610407,,
EPI_ISL_155803,A/swine/Iowa/A01409518/2013,EPI505102,,
EPI_ISL_17277341,A/canine/China/18006/2019,EPI2475670,,
EPI_ISL_155800,A/swine/Nebraska/A01409647/2013,EPI505093,,
EPI_ISL_17277339,A/canine/China/18003/2019,EPI2475654,,
EPI_ISL_17277338,A/canine/China/18001/2019,EPI2475647,,
EPI_ISL_17277337,A/canine/China/15068/2019,EPI2475638,,
EPI_ISL_17277336,A/canine/China/15066/2019,EPI2475630,,
EPI_ISL_17277344,A/canine/China/18008_R/2019,EPI2475694,,
EPI_ISL_24747,A/equine/Egypt/6066NAMRU3-VSVRI/2008,EPI164730,,
EPI_ISL_90289,A/Duck/Ukraine/1/1963,EPI317610,Friedrich-Loeffler-Institut,Friedrich-Loeffler-Institut
EPI_ISL_8377,A/mallard/MN/280/99,EPI158461,,
EPI_ISL_139449,A/spectacled_eider/Alaska/44173-055/2006,EPI442107,,
EPI_ISL_368844,A/swine/Iowa/A02478495/2019,EPI1511316,,
EPI_ISL_368847,A/swine/Iowa/A02478486/2019,EPI1511322,,
EPI_ISL_368841,A/swine/Illinois/A02478493/2019,EPI1511310,,
EPI_ISL_368842,A/swine/Iowa/A02478494/2019,EPI1511312,,
EPI_ISL_696536,A/swine/Thailand/CU20218/2017,EPI1815558,,
EPI_ISL_696537,A/swine/Thailand/CU20226/2017,EPI1815566,,
EPI_ISL_368849,A/swine/Iowa/A02478490/2019,EPI1511326,,
EPI_ISL_368848,A/swine/Missouri/A02478497/2019,EPI1511324,,
EPI_ISL_237791,A/mallard/Germany/439/2004,EPI859643,Friedrich-Loeffler-Institut,Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza
EPI_ISL_3940577,A/duck/Bangladesh/3091/2019_(H3N8),EPI1889089,Chattogram_Veterinary_and_Animal_Sciences_University,St._Jude_Children's_Research_Hospital
EPI_ISL_696554,A/swine/Thailand/CU3794/2017,EPI1815702,,
EPI_ISL_237795,A/swine/Nagano/2000,EPI859676,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_237794,A/swine/Miyazaki/2/2013,EPI859668,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_696552,A/swine/Thailand/CU3790/2017,EPI1815686,,
EPI_ISL_8419,A/pintail/MN/479/99,EPI158606,,
EPI_ISL_696558,A/swine/Thailand/CU3816/2017,EPI1815734,,
EPI_ISL_237797,A/swine/Minnesota/01146/2006,EPI859692,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
